transaction_id,contract_id,client_id,payment_amt,payment_code,transaction_date
3994,737,8,187.5,PAYMENT,2017-09-07 18:09
1117,154,8,140,PAYMENT,2017-07-18 18:08
1116,154,8,1000,PAYMENT,2017-07-18 18:08
3043,154,8,140,PAYMENT,2017-08-20 18:09
3042,154,8,1000,PAYMENT,2017-08-20 18:09
23661,1539,9,19.5,PAYMENT,2018-07-04 18:08
23660,1539,9,500.01,PAYMENT,2018-07-04 18:08
23321,1539,9,0.01,PAYMENT,2018-07-01 18:08
23320,1539,9,6000.01,PAYMENT,2018-07-01 18:08
10298,793,10,1666.67,PAYMENT,2017-12-26 17:08
15862,793,10,266.66,PAYMENT,2018-03-25 17:08
13936,793,10,266.66,PAYMENT,2018-02-25 17:08
20356,793,10,266.66,PAYMENT,2018-05-24 18:08
25532,793,10,266.66,PAYMENT,2018-07-24 18:08
20355,793,10,1666.67,PAYMENT,2018-05-24 18:08
15861,793,10,1666.67,PAYMENT,2018-03-25 17:08
22857,793,10,1666.67,PAYMENT,2018-06-24 18:08
4895,793,10,20050.04,PAYMENT,2017-09-24 18:08
22858,793,10,266.66,PAYMENT,2018-06-24 18:08
8562,793,10,1666.67,PAYMENT,2017-11-26 17:08
17905,793,10,1666.67,PAYMENT,2018-04-23 18:08
6682,793,10,1666.67,PAYMENT,2017-10-24 17:08
5199,793,10,266.66,PAYMENT,2017-09-27 18:08
12015,793,10,1666.67,PAYMENT,2018-01-24 17:08
12016,793,10,266.66,PAYMENT,2018-01-24 17:08
4896,793,10,50,PAYMENT,2017-09-24 18:08
6683,793,10,266.66,PAYMENT,2017-10-24 17:08
17906,793,10,266.66,PAYMENT,2018-04-23 18:08
13935,793,10,1666.67,PAYMENT,2018-02-25 17:08
25531,793,10,1666.67,PAYMENT,2018-07-24 18:08
10299,793,10,266.66,PAYMENT,2017-12-26 17:08
5198,793,10,1716.67,PAYMENT,2017-09-27 18:08
8563,793,10,266.66,PAYMENT,2017-11-26 17:08
5009,220,11,199.99,PAYMENT,2017-09-24 18:08
20125,991,11,2000,PAYMENT,2018-05-21 18:08
5008,220,11,1666.67,PAYMENT,2017-09-24 18:08
22687,991,11,320,PAYMENT,2018-06-21 18:08
1493,220,11,1666.67,PAYMENT,2017-07-24 18:08
10025,991,11,24050,PAYMENT,2017-12-21 17:08
1494,220,11,199.99,PAYMENT,2017-07-24 18:08
13746,991,11,2000,PAYMENT,2018-02-21 17:08
3333,220,11,1666.67,PAYMENT,2017-08-24 18:09
22686,991,11,2000,PAYMENT,2018-06-21 18:08
3334,220,11,199.99,PAYMENT,2017-08-24 18:09
10315,991,11,320,PAYMENT,2017-12-26 17:08
25334,991,11,320,PAYMENT,2018-07-22 18:08
20126,991,11,320,PAYMENT,2018-05-21 18:08
25333,991,11,2000,PAYMENT,2018-07-22 18:08
17788,991,11,320,PAYMENT,2018-04-22 18:08
14081,991,11,2000,PAYMENT,2018-02-27 17:08
15665,991,11,320,PAYMENT,2018-03-21 17:08
11841,991,11,320,PAYMENT,2018-01-21 17:08
10026,991,11,50,PAYMENT,2017-12-21 17:08
13747,991,11,320,PAYMENT,2018-02-21 17:08
17787,991,11,2000,PAYMENT,2018-04-22 18:08
10314,991,11,2050,PAYMENT,2017-12-26 17:08
15664,991,11,2000,PAYMENT,2018-03-21 17:08
13815,991,11,2000,DEFAULT,2018-02-25 17:08
11840,991,11,2000,PAYMENT,2018-01-21 17:08
13816,991,11,320,DEFAULT,2018-02-25 17:08
14082,991,11,320,PAYMENT,2018-02-27 17:08
22697,1493,12,400,PAYMENT,2018-06-21 18:08
22314,1493,12,30050,PAYMENT,2018-06-18 18:08
24997,1493,12,400,PAYMENT,2018-07-18 18:09
22696,1493,12,2550,PAYMENT,2018-06-21 18:08
24996,1493,12,2500,PAYMENT,2018-07-18 18:09
22315,1493,12,50,PAYMENT,2018-06-18 18:08
4231,493,13,416.67,PAYMENT,2017-09-12 18:09
4232,493,13,33.33,PAYMENT,2017-09-12 18:09
4233,493,13,416.67,PAYMENT,2017-09-12 18:09
4234,493,13,33.33,PAYMENT,2017-09-12 18:09
4235,493,13,416.67,PAYMENT,2017-09-12 18:09
4236,493,13,33.33,PAYMENT,2017-09-12 18:09
4237,493,13,416.67,PAYMENT,2017-09-12 18:09
4238,493,13,33.33,PAYMENT,2017-09-12 18:09
4239,493,13,33.33,PAYMENT,2017-09-12 18:09
4240,493,13,148.84,PAYMENT,2017-09-12 18:09
5209,493,13,416.67,PAYMENT,2017-09-28 18:08
5210,493,13,33.33,PAYMENT,2017-09-28 18:08
5211,493,13,416.67,PAYMENT,2017-09-28 18:08
5212,493,13,33.33,PAYMENT,2017-09-28 18:08
5213,493,13,416.67,PAYMENT,2017-09-28 18:08
5214,493,13,33.33,PAYMENT,2017-09-28 18:08
5217,493,13,33.33,PAYMENT,2017-09-28 18:08
5218,493,13,163.43,PAYMENT,2017-09-28 18:08
5219,493,13,104.4,PAYMENT,2017-09-28 18:08
2660,493,13,416.67,PAYMENT,2017-08-14 18:09
2661,493,13,33.33,PAYMENT,2017-08-14 18:09
850,493,13,416.67,PAYMENT,2017-07-16 18:08
851,493,13,33.33,PAYMENT,2017-07-16 18:08
16214,1038,14,833.33,PAYMENT,2018-04-02 18:08
16215,1038,14,133.33,PAYMENT,2018-04-02 18:08
11770,1038,14,883.33,PAYMENT,2018-01-21 17:08
11508,1038,14,10049.96,PAYMENT,2018-01-17 17:08
11771,1038,14,133.33,PAYMENT,2018-01-21 17:08
23515,1038,14,133.33,PAYMENT,2018-07-02 18:08
14361,1038,14,833.33,PAYMENT,2018-03-04 17:08
20924,1038,14,133.33,PAYMENT,2018-06-03 18:08
18534,1038,14,133.33,PAYMENT,2018-05-02 18:08
23514,1038,14,833.33,PAYMENT,2018-07-02 18:08
11509,1038,14,50,PAYMENT,2018-01-17 17:08
20923,1038,14,833.33,PAYMENT,2018-06-03 18:08
18533,1038,14,833.33,PAYMENT,2018-05-02 18:08
14362,1038,14,133.33,PAYMENT,2018-03-04 17:08
1748,97,15,416.67,PAYMENT,2017-07-30 18:08
1749,97,15,70.83,PAYMENT,2017-07-30 18:08
14365,1121,16,883.33,PAYMENT,2018-03-04 17:08
18258,1121,16,833.33,PAYMENT,2018-04-29 18:08
23123,1121,16,133.33,PAYMENT,2018-06-27 18:08
23122,1121,16,833.33,PAYMENT,2018-06-27 18:08
14050,1121,16,50,PAYMENT,2018-02-27 17:08
14049,1121,16,10049.96,PAYMENT,2018-02-27 17:08
20464,1121,16,133.33,PAYMENT,2018-05-27 18:08
16027,1121,16,833.33,PAYMENT,2018-03-27 17:08
14366,1121,16,133.33,PAYMENT,2018-03-04 17:08
18259,1121,16,133.33,PAYMENT,2018-04-29 18:08
16028,1121,16,133.33,PAYMENT,2018-03-27 17:08
20463,1121,16,833.33,PAYMENT,2018-05-27 18:08
12985,624,17,83.33,PAYMENT,2018-02-12 17:08
4249,624,17,83.33,PAYMENT,2017-09-12 18:09
4250,624,17,13.33,PAYMENT,2017-09-12 18:09
14938,624,17,83.33,PAYMENT,2018-03-12 17:08
826,624,17,133.33,PAYMENT,2017-07-16 18:08
9404,624,17,83.33,PAYMENT,2017-12-12 17:08
9405,624,17,13.33,PAYMENT,2017-12-12 17:08
2522,624,17,83.33,PAYMENT,2017-08-13 18:08
2523,624,17,13.33,PAYMENT,2017-08-13 18:08
12986,624,17,13.33,PAYMENT,2018-02-12 17:08
689,624,17,1049.96,PAYMENT,2017-07-12 18:08
690,624,17,50,PAYMENT,2017-07-12 18:08
11181,624,17,83.33,PAYMENT,2018-01-14 17:08
11182,624,17,13.33,PAYMENT,2018-01-14 17:08
5965,624,17,83.33,PAYMENT,2017-10-12 17:08
5966,624,17,13.33,PAYMENT,2017-10-12 17:08
16992,624,17,83.33,PAYMENT,2018-04-12 18:08
16993,624,17,13.33,PAYMENT,2018-04-12 18:08
21752,624,17,83.33,PAYMENT,2018-06-12 18:09
21753,624,17,13.33,PAYMENT,2018-06-12 18:09
19200,624,17,13.33,PAYMENT,2018-05-13 18:08
827,624,17,13.33,PAYMENT,2017-07-16 18:08
14939,624,17,13.33,PAYMENT,2018-03-12 17:08
7582,624,17,83.33,PAYMENT,2017-11-12 17:08
7583,624,17,13.33,PAYMENT,2017-11-12 17:08
19199,624,17,83.33,PAYMENT,2018-05-13 18:08
4366,769,18,5050.04,PAYMENT,2017-09-14 18:09
4367,769,18,50,PAYMENT,2017-09-14 18:09
4501,769,18,466.67,PAYMENT,2017-09-17 18:08
4502,769,18,66.66,PAYMENT,2017-09-17 18:08
9521,769,18,416.67,PAYMENT,2017-12-14 17:08
9522,769,18,66.66,PAYMENT,2017-12-14 17:08
19454,769,18,66.66,PAYMENT,2018-05-14 18:08
17096,769,18,416.67,PAYMENT,2018-04-15 18:08
21955,769,18,416.67,PAYMENT,2018-06-14 18:08
21956,769,18,66.66,PAYMENT,2018-06-14 18:08
11206,769,18,416.67,PAYMENT,2018-01-14 17:08
11207,769,18,66.66,PAYMENT,2018-01-14 17:08
17097,769,18,66.66,PAYMENT,2018-04-15 18:08
19453,769,18,416.67,PAYMENT,2018-05-14 18:08
15068,769,18,416.67,PAYMENT,2018-03-14 17:08
6047,769,18,416.67,PAYMENT,2017-10-15 17:08
6048,769,18,66.66,PAYMENT,2017-10-15 17:08
15069,769,18,66.66,PAYMENT,2018-03-14 17:08
24502,769,18,66.66,PAYMENT,2018-07-15 18:09
13157,769,18,416.67,PAYMENT,2018-02-14 17:08
13158,769,18,66.66,PAYMENT,2018-02-14 17:08
24501,769,18,416.67,PAYMENT,2018-07-15 18:09
7788,769,18,416.67,PAYMENT,2017-11-14 17:08
7789,769,18,66.66,PAYMENT,2017-11-14 17:08
8615,397,19,583.33,PAYMENT,2017-11-27 17:08
8616,397,19,87.5,PAYMENT,2017-11-27 17:08
10357,397,19,583.33,PAYMENT,2017-12-27 17:08
10358,397,19,87.5,PAYMENT,2017-12-27 17:08
5189,397,19,87.5,PAYMENT,2017-09-27 18:08
5188,397,19,583.33,PAYMENT,2017-09-27 18:08
12098,397,19,583.33,PAYMENT,2018-01-28 17:08
12099,397,19,87.5,PAYMENT,2018-01-28 17:08
1669,397,19,87.5,PAYMENT,2017-07-27 18:08
1668,397,19,583.33,PAYMENT,2017-07-27 18:08
3409,397,19,583.33,PAYMENT,2017-08-27 18:09
3410,397,19,87.5,PAYMENT,2017-08-27 18:09
6912,397,19,583.33,PAYMENT,2017-10-29 17:08
6913,397,19,87.5,PAYMENT,2017-10-29 17:08
14996,1162,20,4049.96,PAYMENT,2018-03-13 17:08
24491,1162,20,333.33,PAYMENT,2018-07-15 18:09
15264,1162,20,383.33,PAYMENT,2018-03-18 17:08
15265,1162,20,46.67,PAYMENT,2018-03-18 17:08
17085,1162,20,46.67,PAYMENT,2018-04-15 18:08
19212,1162,20,46.67,PAYMENT,2018-05-13 18:08
24492,1162,20,46.67,PAYMENT,2018-07-15 18:09
21855,1162,20,46.67,PAYMENT,2018-06-13 18:09
14997,1162,20,50,PAYMENT,2018-03-13 17:08
19211,1162,20,333.33,PAYMENT,2018-05-13 18:08
17084,1162,20,333.33,PAYMENT,2018-04-15 18:08
21854,1162,20,333.33,PAYMENT,2018-06-13 18:09
2137,121,21,58.33,PAYMENT,2017-08-06 18:08
287,121,21,416.67,PAYMENT,2017-07-05 18:08
2295,121,21,416.67,DEFAULT,2017-08-08 18:08
2296,121,21,58.33,DEFAULT,2017-08-08 18:08
288,121,21,58.33,PAYMENT,2017-07-05 18:08
2664,121,21,416.67,PAYMENT,2017-08-14 18:09
2665,121,21,58.33,PAYMENT,2017-08-14 18:09
379,121,21,416.67,DEFAULT,2017-07-09 18:08
380,121,21,58.33,DEFAULT,2017-07-09 18:08
856,121,21,416.67,PAYMENT,2017-07-16 18:08
857,121,21,58.33,PAYMENT,2017-07-16 18:08
2136,121,21,416.67,PAYMENT,2017-08-06 18:08
8479,857,22,66.66,PAYMENT,2017-11-26 17:08
13999,857,22,416.67,PAYMENT,2018-02-26 17:08
10226,857,22,416.67,PAYMENT,2017-12-26 17:08
10227,857,22,66.66,PAYMENT,2017-12-26 17:08
6772,857,22,50,PAYMENT,2017-10-26 17:08
15931,857,22,66.66,PAYMENT,2018-03-26 17:08
23022,857,22,416.67,PAYMENT,2018-06-26 18:08
20432,857,22,66.66,PAYMENT,2018-05-27 18:08
6898,857,22,466.67,PAYMENT,2017-10-29 17:08
18106,857,22,66.66,PAYMENT,2018-04-26 18:08
14000,857,22,66.66,PAYMENT,2018-02-26 17:08
6771,857,22,5050.04,PAYMENT,2017-10-26 17:08
12090,857,22,416.67,PAYMENT,2018-01-28 17:08
15930,857,22,416.67,PAYMENT,2018-03-26 17:08
12091,857,22,66.66,PAYMENT,2018-01-28 17:08
6899,857,22,66.66,PAYMENT,2017-10-29 17:08
18105,857,22,416.67,PAYMENT,2018-04-26 18:08
23023,857,22,66.66,PAYMENT,2018-06-26 18:08
8478,857,22,416.67,PAYMENT,2017-11-26 17:08
20431,857,22,416.67,PAYMENT,2018-05-27 18:08
246,29,23,60,PAYMENT,2017-07-04 18:08
245,29,23,500,PAYMENT,2017-07-04 18:08
8752,351,24,25,PAYMENT,2017-11-30 17:08
10456,351,24,166.67,PAYMENT,2018-01-01 17:08
10457,351,24,25,PAYMENT,2018-01-01 17:08
5304,351,24,166.67,PAYMENT,2017-10-02 17:08
5305,351,24,25,PAYMENT,2017-10-02 17:08
21,351,24,166.67,PAYMENT,2017-07-02 18:08
5513,351,24,25,DEFAULT,2017-10-04 17:08
5512,351,24,166.67,DEFAULT,2017-10-04 17:08
5862,351,24,166.67,PAYMENT,2017-10-10 17:08
5863,351,24,25,PAYMENT,2017-10-10 17:08
22,351,24,25,PAYMENT,2017-07-02 18:08
6993,351,24,166.67,PAYMENT,2017-10-31 17:08
1842,351,24,166.67,PAYMENT,2017-07-31 18:08
1843,351,24,25,PAYMENT,2017-07-31 18:08
3606,351,24,166.67,PAYMENT,2017-08-31 18:09
3607,351,24,25,PAYMENT,2017-08-31 18:09
6994,351,24,25,PAYMENT,2017-10-31 17:08
8751,351,24,166.67,PAYMENT,2017-11-30 17:08
21937,1040,25,106.66,PAYMENT,2018-06-14 18:08
25117,1040,25,106.66,DEFAULT,2018-07-22 18:08
14826,1040,25,106.66,PAYMENT,2018-03-11 17:08
21273,1040,25,200,PAYMENT,2018-06-06 18:09
14010,1040,25,106.66,PAYMENT,2018-02-26 17:08
25114,1040,25,173.33,DEFAULT,2018-07-22 18:08
22921,1040,25,173.33,DEFAULT,2018-06-25 18:08
15312,1040,25,666.67,PAYMENT,2018-03-18 17:08
11750,1040,25,716.67,PAYMENT,2018-01-21 17:08
20718,1040,25,666.67,DEFAULT,2018-05-30 18:08
21125,1040,25,300,DEFAULT,2018-06-05 18:08
20599,1040,25,666.67,PAYMENT,2018-05-28 18:08
23075,1040,25,173.33,DEFAULT,2018-06-27 18:08
22938,1040,25,173.33,PAYMENT,2018-06-25 18:08
25116,1040,25,666.67,DEFAULT,2018-07-22 18:08
11588,1040,25,8050.04,PAYMENT,2018-01-18 17:08
22435,1040,25,666.67,PAYMENT,2018-06-19 18:08
21938,1040,25,293.34,PAYMENT,2018-06-14 18:08
21032,1040,25,300,PAYMENT,2018-06-03 18:08
23308,1040,25,50,DEFAULT,2018-06-30 18:08
23156,1040,25,50,PAYMENT,2018-06-27 18:08
14159,1040,25,666.67,DEFAULT,2018-02-28 17:08
24956,1040,25,666.67,PAYMENT,2018-07-18 18:09
19912,1040,25,666.67,PAYMENT,2018-05-20 18:08
14825,1040,25,666.67,PAYMENT,2018-03-11 17:08
22028,1040,25,200,PAYMENT,2018-06-14 18:08
17464,1040,25,666.67,PAYMENT,2018-04-18 18:08
13391,1040,25,106.66,PAYMENT,2018-02-18 17:08
13390,1040,25,666.67,PAYMENT,2018-02-18 17:08
15313,1040,25,106.66,PAYMENT,2018-03-18 17:08
13576,1040,25,666.67,DEFAULT,2018-02-20 17:08
24941,1040,25,173.33,PAYMENT,2018-07-18 18:09
11751,1040,25,106.66,PAYMENT,2018-01-21 17:08
21031,1040,25,200,PAYMENT,2018-06-03 18:08
22616,1040,25,173.33,DEFAULT,2018-06-21 18:08
20135,1040,25,666.67,DEFAULT,2018-05-22 18:08
22436,1040,25,106.66,PAYMENT,2018-06-19 18:08
20136,1040,25,106.66,DEFAULT,2018-05-22 18:08
21699,1040,25,200,PAYMENT,2018-06-11 18:09
21124,1040,25,200,DEFAULT,2018-06-05 18:08
14160,1040,25,106.66,DEFAULT,2018-02-28 17:08
19913,1040,25,106.66,PAYMENT,2018-05-20 18:08
21939,1040,25,400,DEFAULT,2018-06-14 18:08
24957,1040,25,106.66,PAYMENT,2018-07-18 18:09
20719,1040,25,106.66,DEFAULT,2018-05-30 18:08
17465,1040,25,106.66,PAYMENT,2018-04-18 18:08
20600,1040,25,106.66,PAYMENT,2018-05-28 18:08
22408,1040,25,173.33,PAYMENT,2018-06-19 18:08
22630,1040,25,173.33,PAYMENT,2018-06-21 18:08
14009,1040,25,666.67,PAYMENT,2018-02-26 17:08
13577,1040,25,106.66,DEFAULT,2018-02-20 17:08
11589,1040,25,50,PAYMENT,2018-01-18 17:08
16945,1151,26,1666.67,PAYMENT,2018-04-11 18:08
14732,1151,26,50,PAYMENT,2018-03-11 17:08
15234,1151,26,1716.67,DEFAULT,2018-03-18 17:08
15116,1151,26,1716.67,PAYMENT,2018-03-14 17:08
16946,1151,26,266.66,PAYMENT,2018-04-11 18:08
14731,1151,26,20050.04,PAYMENT,2018-03-11 17:08
24329,1151,26,266.66,PAYMENT,2018-07-11 18:09
